model1,model2,Q_params correlation,state_freq correlation,Q_exchange correlation,Q_matrix correlation,Q_params distance,state_freq distance,Q_exchange distance,Q_matrix distance
Q.p__Gemmatimonadota,Q.p__Margulisbacteria,0.9486021336257252,0.6418712564501603,0.9486021336257252,0.8999797977231226,0.04592012354300227,0.13327549394768717,23.046037074554054,1.733693817350985
Q.p__Gemmatimonadota,Q.p__Fibrobacterota,0.9672268691589361,0.8129107246700845,0.9672268691589359,0.938177633831631,0.03582232360546286,0.1025832925431817,18.71399501137544,1.458445438186045
Q.p__Gemmatimonadota,Q.p__Bipolaricaulota,0.9422814367108431,0.948974066886202,0.9422814367108434,0.9710710270097306,0.04712971879014449,0.05811135362388317,19.75061685778646,1.004883660711971
Q.p__Gemmatimonadota,Q.p__Spirochaetota,0.9518273104089419,0.7431663466759001,0.9518273104089428,0.9188330131813113,0.044005562038485255,0.1160318317488783,21.948844822274044,1.6413945509488794
Q.p__Gemmatimonadota,Q.p__Chlamydiota,0.9558003128959119,0.6166320106183886,0.9558003128959128,0.8918439424437218,0.0411840820726167,0.13879037810309472,19.817794607059387,1.7301652414855158
Q.p__Gemmatimonadota,Q.p__Synergistota,0.9483464334550129,0.8357268525156383,0.9483464334550139,0.9402549381930807,0.044559332307914444,0.09588366846340413,20.16723253700302,1.4068068610897435
Q.p__Gemmatimonadota,Q.p__Deinococcota,0.9716221298711271,0.9748601128978712,0.9716221298711276,0.988176345014661,0.03261518100683413,0.0393463833534926,12.463330398935426,0.6690182050600537
Q.p__Gemmatimonadota,Q.p__Poribacteria,0.907661479620891,0.8412777315154468,0.907661479620892,0.8940011386693043,0.05788754501975662,0.09784603964392223,24.57283604256758,1.7291118882006427
Q.p__Gemmatimonadota,Q.p__Krumholzibacteriota,0.9811249329452378,0.9665844421660432,0.9811249329452382,0.9866650319598356,0.029195389234778765,0.0507426642087307,14.348501046786827,0.7487837159613336
Q.p__Gemmatimonadota,Q.p__Deferribacterota,0.9133042299330578,0.5501906359544623,0.9133042299330587,0.853955337412939,0.05624807591707421,0.14731237945603892,25.585027137379374,1.9858000425269582
Q.p__Gemmatimonadota,Q.p__Dependentiae,0.9521460458025157,0.608839268148564,0.9521460458025164,0.8857294099585168,0.043178764144128017,0.13977268637684545,21.818670166511108,1.862637089823635
Q.p__Thermotogota,Q.p__Eisenbacteria,0.9340596640437117,0.5585691976736338,0.9340596640437115,0.8599207130263599,0.044058157232316854,0.13631331096044877,14.852400767609538,1.6620503868344896
Q.p__Thermotogota,Q.p__Gemmatimonadota,0.8684276909844315,0.4664545065849402,0.8684276909844313,0.8247921781657058,0.06836581682104569,0.16478887341686638,28.15187112405967,2.156060979925806
Q.p__Thermotogota,Q.p__Thermotogota,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Q.p__Thermotogota,Q.p__Cloacimonadota,0.9447197753904996,0.961514180059361,0.9447197753904992,0.9581683470828986,0.0401055654930433,0.03887913446824658,11.854011064160003,0.9216173950913316
